330,27714,12116,Volume of G-front-sup (right hemisphere)
331,27494,11118,Volume of G-insular-short (left hemisphere)
332,27716,12118,Volume of G-insular-short (right hemisphere)
333,27497,11121,Volume of G-oc-temp-lat-fusifor (left hemisphere)
334,27719,12121,Volume of G-oc-temp-lat-fusifor (right hemisphere)
335,27498,11122,Volume of G-oc-temp-med-Lingual (left hemisphere)
336,27720,12122,Volume of G-oc-temp-med-Lingual (right hemisphere)
337,27499,11123,Volume of G-oc-temp-med-Parahip (left hemisphere)
338,27721,12123,Volume of G-oc-temp-med-Parahip (right hemisphere)
339,27495,11119,Volume of G-occipital-middle (left hemisphere)
340,27717,12119,Volume of G-occipital-middle (right hemisphere)
341,27496,11120,Volume of G-occipital-sup (left hemisphere)
342,27718,12120,Volume of G-occipital-sup (right hemisphere)
343,27500,11124,Volume of G-orbital (left hemisphere)
344,27722,12124,Volume of G-orbital (right hemisphere)
345,27501,11125,Volume of G-pariet-inf-Angular (left hemisphere)
346,27723,12125,Volume of G-pariet-inf-Angular (right hemisphere)
347,27502,11126,Volume of G-pariet-inf-Supramar (left hemisphere)
348,27724,12126,Volume of G-pariet-inf-Supramar (right hemisphere)
349,27503,11127,Volume of G-parietal-sup (left hemisphere)
350,27725,12127,Volume of G-parietal-sup (right hemisphere)
351,27504,11128,Volume of G-postcentral (left hemisphere)
352,27726,12128,Volume of G-postcentral (right hemisphere)
353,27505,11129,Volume of G-precentral (left hemisphere)
354,27727,12129,Volume of G-precentral (right hemisphere)
355,27506,11130,Volume of G-precuneus (left hemisphere)
356,27728,12130,Volume of G-precuneus (right hemisphere)
357,27507,11131,Volume of G-rectus (left hemisphere)
358,27729,12131,Volume of G-rectus (right hemisphere)
359,27508,11132,Volume of G-subcallosal (left hemisphere)
360,27730,12132,Volume of G-subcallosal (right hemisphere)
361,27509,11133,Volume of G-temp-sup-G-T-transv (left hemisphere)
362,27731,12133,Volume of G-temp-sup-G-T-transv (right hemisphere)
363,27510,11134,Volume of G-temp-sup-Lateral (left hemisphere)
364,27732,12134,Volume of G-temp-sup-Lateral (right hemisphere)
365,27511,11135,Volume of G-temp-sup-Plan-polar (left hemisphere)
366,27733,12135,Volume of G-temp-sup-Plan-polar (right hemisphere)
367,27512,11136,Volume of G-temp-sup-Plan-tempo (left hemisphere)
368,27734,12136,Volume of G-temp-sup-Plan-tempo (right hemisphere)
369,27513,11137,Volume of G-temporal-inf (left hemisphere)
370,27735,12137,Volume of G-temporal-inf (right hemisphere)
371,27514,11138,Volume of G-temporal-middle (left hemisphere)
372,27736,12138,Volume of G-temporal-middle (right hemisphere)
373,27515,11139,Volume of Lat-Fis-ant-Horizont (left hemisphere)
374,27737,12139,Volume of Lat-Fis-ant-Horizont (right hemisphere)
375,27516,11140,Volume of Lat-Fis-ant-Vertical (left hemisphere)
376,27738,12140,Volume of Lat-Fis-ant-Vertical (right hemisphere)
377,27517,11141,Volume of Lat-Fis-post (left hemisphere)
378,27739,12141,Volume of Lat-Fis-post (right hemisphere)
379,27518,11143,Volume of Pole-occipital (left hemisphere)
380,27740,12143,Volume of Pole-occipital (right hemisphere)
381,27519,11144,Volume of Pole-temporal (left hemisphere)
382,27741,12144,Volume of Pole-temporal (right hemisphere)
383,27520,11145,Volume of S-calcarine (left hemisphere)
384,27742,12145,Volume of S-calcarine (right hemisphere)
385,27521,11146,Volume of S-central (left hemisphere)
386,27743,12146,Volume of S-central (right hemisphere)
387,27522,11147,Volume of S-cingul-Marginalis (left hemisphere)
388,27744,12147,Volume of S-cingul-Marginalis (right hemisphere)
389,27523,11148,Volume of S-circular-insula-ant (left hemisphere)
390,27745,12148,Volume of S-circular-insula-ant (right hemisphere)
391,27524,11149,Volume of S-circular-insula-inf (left hemisphere)
392,27746,12149,Volume of S-circular-insula-inf (right hemisphere)
393,27525,11150,Volume of S-circular-insula-sup (left hemisphere)
394,27747,12150,Volume of S-circular-insula-sup (right hemisphere)
395,27526,11151,Volume of S-collat-transv-ant (left hemisphere)
396,27748,12151,Volume of S-collat-transv-ant (right hemisphere)
397,27527,11152,Volume of S-collat-transv-post (left hemisphere)
398,27749,12152,Volume of S-collat-transv-post (right hemisphere)
399,27528,11153,Volume of S-front-inf (left hemisphere)
400,27750,12153,Volume of S-front-inf (right hemisphere)
401,27529,11154,Volume of S-front-middle (left hemisphere)
402,27751,12154,Volume of S-front-middle (right hemisphere)
403,27530,11155,Volume of S-front-sup (left hemisphere)
404,27752,12155,Volume of S-front-sup (right hemisphere)
405,27531,11156,Volume of S-interm-prim-Jensen (left hemisphere)
406,27753,12156,Volume of S-interm-prim-Jensen (right hemisphere)
407,27532,11157,Volume of S-intrapariet+P-trans (left hemisphere)
408,27754,12157,Volume of S-intrapariet+P-trans (right hemisphere)
409,27533,11158,Volume of S-oc-middle+Lunatus (left hemisphere)
410,27755,12158,Volume of S-oc-middle+Lunatus (right hemisphere)
411,27534,11159,Volume of S-oc-sup+transversal (left hemisphere)
412,27756,12159,Volume of S-oc-sup+transversal (right hemisphere)
413,27536,11161,Volume of S-oc-temp-lat (left hemisphere)
414,27758,12161,Volume of S-oc-temp-lat (right hemisphere)
415,27537,11162,Volume of S-oc-temp-med+Lingual (left hemisphere)
416,27759,12162,Volume of S-oc-temp-med+Lingual (right hemisphere)
417,27535,11160,Volume of S-occipital-ant (left hemisphere)
418,27757,12160,Volume of S-occipital-ant (right hemisphere)
419,27540,11165,Volume of S-orbital-H-Shaped (left hemisphere)
420,27762,12165,Volume of S-orbital-H-Shaped (right hemisphere)
421,27538,11163,Volume of S-orbital-lateral (left hemisphere)
422,27760,12163,Volume of S-orbital-lateral (right hemisphere)
423,27539,11164,Volume of S-orbital-med-olfact (left hemisphere)
424,27761,12164,Volume of S-orbital-med-olfact (right hemisphere)
425,27541,11166,Volume of S-parieto-occipital (left hemisphere)
426,27763,12166,Volume of S-parieto-occipital (right hemisphere)
427,27542,11167,Volume of S-pericallosal (left hemisphere)
428,27764,12167,Volume of S-pericallosal (right hemisphere)
429,27543,11168,Volume of S-postcentral (left hemisphere)
430,27765,12168,Volume of S-postcentral (right hemisphere)
431,27544,11169,Volume of S-precentral-inf-part (left hemisphere)
432,27766,12169,Volume of S-precentral-inf-part (right hemisphere)
433,27545,11170,Volume of S-precentral-sup-part (left hemisphere)
434,27767,12170,Volume of S-precentral-sup-part (right hemisphere)
435,27546,11171,Volume of S-suborbital (left hemisphere)
436,27768,12171,Volume of S-suborbital (right hemisphere)
437,27547,11172,Volume of S-subparietal (left hemisphere)
438,27769,12172,Volume of S-subparietal (right hemisphere)
439,27548,11173,Volume of S-temporal-inf (left hemisphere)
440,27770,12173,Volume of S-temporal-inf (right hemisphere)
441,27549,11174,Volume of S-temporal-sup (left hemisphere)
442,27771,12174,Volume of S-temporal-sup (right hemisphere)
443,27550,11175,Volume of S-temporal-transverse (left hemisphere)
444,27772,12175,Volume of S-temporal-transverse (right hemisphere)
